slug,epoch,ts_utc,yes_price,no_price,sum_price,mispricing
btc-updown-15m-1766018700,1766018700,2025-12-18 01:04:07+00:00,0.995,,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:04:08+00:00,,0.005,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:05:07+00:00,0.995,,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:05:08+00:00,,0.005,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:06:07+00:00,0.995,0.005,1.0,0.0
btc-updown-15m-1766018700,1766018700,2025-12-18 01:07:09+00:00,0.995,,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:07:11+00:00,,0.005,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:08:07+00:00,0.9955,0.0045,1.0,0.0
btc-updown-15m-1766018700,1766018700,2025-12-18 01:09:07+00:00,0.9955,0.0045,1.0,0.0
btc-updown-15m-1766018700,1766018700,2025-12-18 01:10:07+00:00,0.9955,,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:10:08+00:00,,0.0045,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:11:07+00:00,0.996,0.004,1.0,0.0
btc-updown-15m-1766018700,1766018700,2025-12-18 01:12:07+00:00,0.996,,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:12:08+00:00,,0.004,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:13:07+00:00,0.996,0.004,1.0,0.0
btc-updown-15m-1766018700,1766018700,2025-12-18 01:14:09+00:00,0.996,,,
btc-updown-15m-1766018700,1766018700,2025-12-18 01:14:12+00:00,,0.004,,
